mob								
怪物编号	怪物avatar	怪物攻击	怪物血量	怪物速度	怪物类型	怪物死亡加魔法值	怪物功能类型	不可中buff
21020018	2102	1	2980	40	1	2	0	[]
21020019	2102	1	2995	40	1	2	0	[]
21020020	2102	1	3010	40	1	2	0	[]
21020021	2102	1	3025	40	1	2	0	[]
21020022	2102	1	3040	40	1	2	0	[]
21020023	2102	1	3055	40	1	2	0	[]
21020024	2102	1	3070	40	1	2	0	[]
21020025	2102	1	3085	40	1	2	0	[]
21020026	2102	1	3100	40	1	2	0	[]
21020027	2102	1	3115	40	1	2	0	[]
21020028	2102	1	3130	40	1	2	0	[]
21020029	2102	1	3145	40	1	2	0	[]
21020030	2102	1	3160	40	1	2	0	[]
21020031	2102	1	3175	40	1	2	0	[]
21020032	2102	1	3190	40	1	2	0	[]
21020033	2102	1	3205	40	1	2	0	[]
21020034	2102	1	3220	40	1	2	0	[]
21020035	2102	1	3235	40	1	2	0	[]
21020036	2102	1	3250	40	1	2	0	[]
21020037	2102	1	3265	40	1	2	0	[]
21020038	2102	1	3280	40	1	2	0	[]
21020039	2102	1	3295	40	1	2	0	[]
21020040	2102	1	3310	40	1	2	0	[]
21020041	2102	1	3325	40	1	2	0	[]
21020042	2102	1	3340	40	1	2	0	[]
21020043	2102	1	3355	40	1	2	0	[]
21020044	2102	1	3370	40	1	2	0	[]
21020045	2102	1	3385	40	1	2	0	[]
21020046	2102	1	3400	40	1	2	0	[]
21020047	2102	1	3415	40	1	2	0	[]
21020048	2102	1	3430	40	1	2	0	[]
21020049	2102	1	3445	40	1	2	0	[]
21020050	2102	1	3460	40	1	2	0	[]
21020051	2102	1	3475	40	1	2	0	[]
21020052	2102	1	3490	40	1	2	0	[]
21020053	2102	1	3505	40	1	2	0	[]
21020054	2102	1	3520	40	1	2	0	[]
21020055	2102	1	3535	40	1	2	0	[]
21020056	2102	1	3550	40	1	2	0	[]
21020057	2102	1	3565	40	1	2	0	[]
21020058	2102	1	3580	40	1	2	0	[]
21020059	2102	1	3595	40	1	2	0	[]
21020060	2102	1	3610	40	1	2	0	[]
21020061	2102	1	3625	40	1	2	0	[]
21020062	2102	1	3640	40	1	2	0	[]
21020063	2102	1	3655	40	1	2	0	[]
21020064	2102	1	3670	40	1	2	0	[]
21020065	2102	1	3685	40	1	2	0	[]
21020066	2102	1	3700	40	1	2	0	[]
21020067	2102	1	3715	40	1	2	0	[]
21020068	2102	1	3730	40	1	2	0	[]
21020069	2102	1	3745	40	1	2	0	[]
21020070	2102	1	3760	40	1	2	0	[]
21020071	2102	1	3775	40	1	2	0	[]
21020072	2102	1	3790	40	1	2	0	[]
21020073	2102	1	3805	40	1	2	0	[]
21020074	2102	1	3820	40	1	2	0	[]
21020075	2102	1	3835	40	1	2	0	[]
21020076	2102	1	3850	40	1	2	0	[]
21020077	2102	1	3865	40	1	2	0	[]
21020078	2102	1	3880	40	1	2	0	[]
21020079	2102	1	3895	40	1	2	0	[]
21020080	2102	1	3910	40	1	2	0	[]
21020081	2102	1	3925	40	1	2	0	[]
21020082	2102	1	3940	40	1	2	0	[]
21020083	2102	1	3955	40	1	2	0	[]
21020084	2102	1	3970	40	1	2	0	[]
21020085	2102	1	3985	40	1	2	0	[]
21020086	2102	1	4000	40	1	2	0	[]
21020087	2102	1	4015	40	1	2	0	[]
21020088	2102	1	4030	40	1	2	0	[]
21020089	2102	1	4045	40	1	2	0	[]
21020090	2102	1	4060	40	1	2	0	[]
21020091	2102	1	4075	40	1	2	0	[]
21020092	2102	1	4090	40	1	2	0	[]
21020093	2102	1	4105	40	1	2	0	[]
21020094	2102	1	4120	40	1	2	0	[]
21020095	2102	1	4135	40	1	2	0	[]
21020096	2102	1	4150	40	1	2	0	[]
21020097	2102	1	4165	40	1	2	0	[]
21020098	2102	1	4180	40	1	2	0	[]
21020099	2102	1	4195	40	1	2	0	[]
21020100	2102	1	4210	40	1	2	0	[]
21020101	2102	1	3925	40	1	2	0	[]
21020102	2102	1	3940	40	1	2	0	[]
21020103	2102	1	3955	40	1	2	0	[]
21020104	2102	1	3970	40	1	2	0	[]
21020105	2102	1	3985	40	1	2	0	[]
21020106	2102	1	4000	40	1	2	0	[]
21020107	2102	1	4015	40	1	2	0	[]
21020108	2102	1	4030	40	1	2	0	[]
21020109	2102	1	4045	40	1	2	0	[]
21020110	2102	1	4060	40	1	2	0	[]
21020111	2102	1	4075	40	1	2	0	[]
21020112	2102	1	4090	40	1	2	0	[]
21020113	2102	1	4105	40	1	2	0	[]
21020114	2102	1	4120	40	1	2	0	[]
21020115	2102	1	4135	40	1	2	0	[]
21020116	2102	1	4150	40	1	2	0	[]
21020117	2102	1	4165	40	1	2	0	[]
21020118	2102	1	4180	40	1	2	0	[]
21020119	2102	1	4195	40	1	2	0	[]
21020120	2102	1	4210	40	1	2	0	[]
21020121	2102	1	4525	40	1	2	0	[]
21020122	2102	1	4540	40	1	2	0	[]
21020123	2102	1	4555	40	1	2	0	[]
21020124	2102	1	4570	40	1	2	0	[]
21020125	2102	1	4585	40	1	2	0	[]
21020126	2102	1	4600	40	1	2	0	[]
21020127	2102	1	4615	40	1	2	0	[]
21020128	2102	1	4630	40	1	2	0	[]
21020129	2102	1	4645	40	1	2	0	[]
21020130	2102	1	4660	40	1	2	0	[]
21020131	2102	1	4675	40	1	2	0	[]
21020132	2102	1	4690	40	1	2	0	[]
21020133	2102	1	4705	40	1	2	0	[]
21020134	2102	1	4720	40	1	2	0	[]
21020135	2102	1	4735	40	1	2	0	[]
21020136	2102	1	4750	40	1	2	0	[]
21020137	2102	1	4765	40	1	2	0	[]
21020138	2102	1	4780	40	1	2	0	[]
21020139	2102	1	4795	40	1	2	0	[]
21020140	2102	1	4810	40	1	2	0	[]
21020141	2102	1	4825	40	1	2	0	[]
21020142	2102	1	4840	40	1	2	0	[]
21020143	2102	1	4855	40	1	2	0	[]
21020144	2102	1	4870	40	1	2	0	[]
21020145	2102	1	4885	40	1	2	0	[]
21020146	2102	1	4900	40	1	2	0	[]
21020147	2102	1	4915	40	1	2	0	[]
21020148	2102	1	4930	40	1	2	0	[]
21020149	2102	1	4945	40	1	2	0	[]
21020150	2102	1	4960	40	1	2	0	[]
21020151	2102	1	4975	40	1	2	0	[]
21020152	2102	1	4990	40	1	2	0	[]
21020153	2102	1	5005	40	1	2	0	[]
21020154	2102	1	5020	40	1	2	0	[]
21020155	2102	1	5035	40	1	2	0	[]
21020156	2102	1	5050	40	1	2	0	[]
21020157	2102	1	5065	40	1	2	0	[]
21020158	2102	1	5080	40	1	2	0	[]
21020159	2102	1	5095	40	1	2	0	[]
21020160	2102	1	5110	40	1	2	0	[]
21020161	2102	1	5155	40	1	2	0	[]
21020162	2102	1	5200	40	1	2	0	[]
21020163	2102	1	5245	40	1	2	0	[]
21020164	2102	1	5290	40	1	2	0	[]
21020165	2102	1	5335	40	1	2	0	[]
21020166	2102	1	5380	40	1	2	0	[]
21020167	2102	1	5425	40	1	2	0	[]
21020168	2102	1	5470	40	1	2	0	[]
21020169	2102	1	5515	40	1	2	0	[]
21020170	2102	1	5560	40	1	2	0	[]
21020171	2102	1	5605	40	1	2	0	[]
21020172	2102	1	5650	40	1	2	0	[]
21020173	2102	1	5695	40	1	2	0	[]
21020174	2102	1	5740	40	1	2	0	[]
21020175	2102	1	5785	40	1	2	0	[]
21020176	2102	1	5830	40	1	2	0	[]
21020177	2102	1	5875	40	1	2	0	[]
21020178	2102	1	5920	40	1	2	0	[]
21020179	2102	1	5965	40	1	2	0	[]
21020180	2102	1	6010	40	1	2	0	[]
21020181	2102	1	6055	40	1	2	0	[]
21020182	2102	1	6100	40	1	2	0	[]
21020183	2102	1	6145	40	1	2	0	[]
21020184	2102	1	6190	40	1	2	0	[]
21020185	2102	1	6235	40	1	2	0	[]
21020186	2102	1	6280	40	1	2	0	[]
21020187	2102	1	6325	40	1	2	0	[]
21020188	2102	1	6370	40	1	2	0	[]
21020189	2102	1	6415	40	1	2	0	[]
21020190	2102	1	6460	40	1	2	0	[]
21020191	2102	1	6505	40	1	2	0	[]
21020192	2102	1	6550	40	1	2	0	[]
21020193	2102	1	6595	40	1	2	0	[]
21020194	2102	1	6640	40	1	2	0	[]
21020195	2102	1	6685	40	1	2	0	[]
21020196	2102	1	6730	40	1	2	0	[]
21020197	2102	1	6775	40	1	2	0	[]
21020198	2102	1	6820	40	1	2	0	[]
21020199	2102	1	6865	40	1	2	0	[]
21020200	2102	1	6910	40	1	2	0	[]
21030001	2103	1	2070	55	1	2	0	[]
21030002	2103	1	2090	55	1	2	0	[]
21030003	2103	1	2110	55	1	2	0	[]
21030004	2103	1	2130	55	1	2	0	[]
21030005	2103	1	2150	55	1	2	0	[]
21030006	2103	1	2170	55	1	2	0	[]
21030007	2103	1	2190	55	1	2	0	[]
21030008	2103	1	2210	55	1	2	0	[]
21030009	2103	1	2230	55	1	2	0	[]
21030010	2103	1	2250	55	1	2	0	[]
21030011	2103	1	2270	55	1	2	0	[]
21030012	2103	1	2290	55	1	2	0	[]
21030013	2103	1	2310	55	1	2	0	[]
21030014	2103	1	2330	55	1	2	0	[]
21030015	2103	1	2350	55	1	2	0	[]
21030016	2103	1	2370	55	1	2	0	[]
21030017	2103	1	2390	55	1	2	0	[]
21030018	2103	1	2410	55	1	2	0	[]
21030019	2103	1	2430	55	1	2	0	[]
21030020	2103	1	2450	55	1	2	0	[]
21030021	2103	1	2470	55	1	2	0	[]
21030022	2103	1	2490	55	1	2	0	[]
21030023	2103	1	2510	55	1	2	0	[]
21030024	2103	1	2530	55	1	2	0	[]
21030025	2103	1	2550	55	1	2	0	[]
21030026	2103	1	2570	55	1	2	0	[]
21030027	2103	1	2590	55	1	2	0	[]
21030028	2103	1	2610	55	1	2	0	[]
21030029	2103	1	2630	55	1	2	0	[]
21030030	2103	1	2650	55	1	2	0	[]
21030031	2103	1	2670	55	1	2	0	[]
21030032	2103	1	2690	55	1	2	0	[]
21030033	2103	1	2710	55	1	2	0	[]
21030034	2103	1	2730	55	1	2	0	[]
21030035	2103	1	2750	55	1	2	0	[]
21030036	2103	1	2770	55	1	2	0	[]
21030037	2103	1	2790	55	1	2	0	[]
21030038	2103	1	2810	55	1	2	0	[]
21030039	2103	1	2830	55	1	2	0	[]
21030040	2103	1	2850	55	1	2	0	[]
21030041	2103	1	2870	55	1	2	0	[]
21030042	2103	1	2890	55	1	2	0	[]
21030043	2103	1	2910	55	1	2	0	[]
21030044	2103	1	2930	55	1	2	0	[]
21030045	2103	1	2950	55	1	2	0	[]
21030046	2103	1	2970	55	1	2	0	[]
21030047	2103	1	2990	55	1	2	0	[]
21030048	2103	1	3010	55	1	2	0	[]
21030049	2103	1	3030	55	1	2	0	[]
21030050	2103	1	3050	55	1	2	0	[]
21030051	2103	1	3070	55	1	2	0	[]
21030052	2103	1	3090	55	1	2	0	[]
21030053	2103	1	3110	55	1	2	0	[]
21030054	2103	1	3130	55	1	2	0	[]
21030055	2103	1	3150	55	1	2	0	[]
21030056	2103	1	3170	55	1	2	0	[]
21030057	2103	1	3190	55	1	2	0	[]
21030058	2103	1	3210	55	1	2	0	[]
21030059	2103	1	3230	55	1	2	0	[]
21030060	2103	1	3250	55	1	2	0	[]
21030061	2103	1	3270	55	1	2	0	[]
21030062	2103	1	3290	55	1	2	0	[]
21030063	2103	1	3310	55	1	2	0	[]
21030064	2103	1	3330	55	1	2	0	[]
21030065	2103	1	3350	55	1	2	0	[]
21030066	2103	1	3370	55	1	2	0	[]
21030067	2103	1	3390	55	1	2	0	[]
21030068	2103	1	3410	55	1	2	0	[]
21030069	2103	1	3430	55	1	2	0	[]
21030070	2103	1	3450	55	1	2	0	[]
21030071	2103	1	3470	55	1	2	0	[]
21030072	2103	1	3490	55	1	2	0	[]
21030073	2103	1	3510	55	1	2	0	[]
21030074	2103	1	3530	55	1	2	0	[]
21030075	2103	1	3550	55	1	2	0	[]
21030076	2103	1	3570	55	1	2	0	[]
21030077	2103	1	3590	55	1	2	0	[]
21030078	2103	1	3610	55	1	2	0	[]
21030079	2103	1	3630	55	1	2	0	[]
21030080	2103	1	3650	55	1	2	0	[]
21030081	2103	1	3670	55	1	2	0	[]
21030082	2103	1	3690	55	1	2	0	[]
21030083	2103	1	3710	55	1	2	0	[]
21030084	2103	1	3730	55	1	2	0	[]
21030085	2103	1	3750	55	1	2	0	[]
21030086	2103	1	3770	55	1	2	0	[]
21030087	2103	1	3790	55	1	2	0	[]
21030088	2103	1	3810	55	1	2	0	[]
21030089	2103	1	3830	55	1	2	0	[]
21030090	2103	1	3850	55	1	2	0	[]
21030091	2103	1	3870	55	1	2	0	[]
21030092	2103	1	3890	55	1	2	0	[]
21030093	2103	1	3910	55	1	2	0	[]
21030094	2103	1	3930	55	1	2	0	[]
21030095	2103	1	3950	55	1	2	0	[]
21030096	2103	1	3970	55	1	2	0	[]
21030097	2103	1	3990	55	1	2	0	[]
21030098	2103	1	4010	55	1	2	0	[]
21030099	2103	1	4030	55	1	2	0	[]
21030100	2103	1	4050	55	1	2	0	[]
21030101	2103	1	3670	55	1	2	0	[]
21030102	2103	1	3690	55	1	2	0	[]
21030103	2103	1	3710	55	1	2	0	[]
21030104	2103	1	3730	55	1	2	0	[]
21030105	2103	1	3750	55	1	2	0	[]
21030106	2103	1	3770	55	1	2	0	[]
21030107	2103	1	3790	55	1	2	0	[]
21030108	2103	1	3810	55	1	2	0	[]
21030109	2103	1	3830	55	1	2	0	[]
21030110	2103	1	3850	55	1	2	0	[]
21030111	2103	1	3870	55	1	2	0	[]
21030112	2103	1	3890	55	1	2	0	[]
21030113	2103	1	3910	55	1	2	0	[]
21030114	2103	1	3930	55	1	2	0	[]
21030115	2103	1	3950	55	1	2	0	[]
21030116	2103	1	3970	55	1	2	0	[]
21030117	2103	1	3990	55	1	2	0	[]
21030118	2103	1	4010	55	1	2	0	[]
21030119	2103	1	4030	55	1	2	0	[]
21030120	2103	1	4050	55	1	2	0	[]
21030121	2103	1	4470	55	1	2	0	[]
21030122	2103	1	4490	55	1	2	0	[]
21030123	2103	1	4510	55	1	2	0	[]
21030124	2103	1	4530	55	1	2	0	[]
21030125	2103	1	4550	55	1	2	0	[]
21030126	2103	1	4570	55	1	2	0	[]
21030127	2103	1	4590	55	1	2	0	[]
21030128	2103	1	4610	55	1	2	0	[]
21030129	2103	1	4630	55	1	2	0	[]
21030130	2103	1	4650	55	1	2	0	[]
21030131	2103	1	4670	55	1	2	0	[]
21030132	2103	1	4690	55	1	2	0	[]
21030133	2103	1	4710	55	1	2	0	[]
21030134	2103	1	4730	55	1	2	0	[]
21030135	2103	1	4750	55	1	2	0	[]
21030136	2103	1	4770	55	1	2	0	[]
21030137	2103	1	4790	55	1	2	0	[]
21030138	2103	1	4810	55	1	2	0	[]
21030139	2103	1	4830	55	1	2	0	[]
21030140	2103	1	4850	55	1	2	0	[]
21030141	2103	1	4870	55	1	2	0	[]
21030142	2103	1	4890	55	1	2	0	[]
21030143	2103	1	4910	55	1	2	0	[]
21030144	2103	1	4930	55	1	2	0	[]
21030145	2103	1	4950	55	1	2	0	[]
21030146	2103	1	4970	55	1	2	0	[]
21030147	2103	1	4990	55	1	2	0	[]
21030148	2103	1	5010	55	1	2	0	[]
21030149	2103	1	5030	55	1	2	0	[]
21030150	2103	1	5050	55	1	2	0	[]
21030151	2103	1	5070	55	1	2	0	[]
21030152	2103	1	5090	55	1	2	0	[]
21030153	2103	1	5110	55	1	2	0	[]
21030154	2103	1	5130	55	1	2	0	[]
21030155	2103	1	5150	55	1	2	0	[]
21030156	2103	1	5170	55	1	2	0	[]
21030157	2103	1	5190	55	1	2	0	[]
21030158	2103	1	5210	55	1	2	0	[]
21030159	2103	1	5230	55	1	2	0	[]
21030160	2103	1	5250	55	1	2	0	[]
21030161	2103	1	5310	55	1	2	0	[]
21030162	2103	1	5370	55	1	2	0	[]
21030163	2103	1	5430	55	1	2	0	[]
21030164	2103	1	5490	55	1	2	0	[]
21030165	2103	1	5550	55	1	2	0	[]
21030166	2103	1	5610	55	1	2	0	[]
21030167	2103	1	5670	55	1	2	0	[]
21030168	2103	1	5730	55	1	2	0	[]
21030169	2103	1	5790	55	1	2	0	[]
21030170	2103	1	5850	55	1	2	0	[]
21030171	2103	1	5910	55	1	2	0	[]
21030172	2103	1	5970	55	1	2	0	[]
21030173	2103	1	6030	55	1	2	0	[]
21030174	2103	1	6090	55	1	2	0	[]
21030175	2103	1	6150	55	1	2	0	[]
21030176	2103	1	6210	55	1	2	0	[]
21030177	2103	1	6270	55	1	2	0	[]
21030178	2103	1	6330	55	1	2	0	[]
21030179	2103	1	6390	55	1	2	0	[]
21030180	2103	1	6450	55	1	2	0	[]
21030181	2103	1	6510	55	1	2	0	[]
21030182	2103	1	6570	55	1	2	0	[]
21030183	2103	1	6630	55	1	2	0	[]
21030184	2103	1	6690	55	1	2	0	[]
21030185	2103	1	6750	55	1	2	0	[]
21030186	2103	1	6810	55	1	2	0	[]
21030187	2103	1	6870	55	1	2	0	[]
21030188	2103	1	6930	55	1	2	0	[]
21030189	2103	1	6990	55	1	2	0	[]
21030190	2103	1	7050	55	1	2	0	[]
21030191	2103	1	7110	55	1	2	0	[]
21030192	2103	1	7170	55	1	2	0	[]
21030193	2103	1	7230	55	1	2	0	[]
21030194	2103	1	7290	55	1	2	0	[]
21030195	2103	1	7350	55	1	2	0	[]
21030196	2103	1	7410	55	1	2	0	[]
21030197	2103	1	7470	55	1	2	0	[]
21030198	2103	1	7530	55	1	2	0	[]
21030199	2103	1	7590	55	1	2	0	[]
21030200	2103	1	7650	55	1	2	0	[]
21040001	2104	1	3630	40	1	2	0	[]
21040002	2104	1	3660	40	1	2	0	[]
21040003	2104	1	3690	40	1	2	0	[]
21040004	2104	1	3720	40	1	2	0	[]
21040005	2104	1	3750	40	1	2	0	[]
21040006	2104	1	3780	40	1	2	0	[]
21040007	2104	1	3810	40	1	2	0	[]
21040008	2104	1	3840	40	1	2	0	[]
21040009	2104	1	3870	40	1	2	0	[]
21040010	2104	1	3900	40	1	2	0	[]
21040011	2104	1	3930	40	1	2	0	[]
21040012	2104	1	3960	40	1	2	0	[]
21040013	2104	1	3990	40	1	2	0	[]
21040014	2104	1	4020	40	1	2	0	[]
21040015	2104	1	4050	40	1	2	0	[]
21040016	2104	1	4080	40	1	2	0	[]
21040017	2104	1	4110	40	1	2	0	[]
21040018	2104	1	4140	40	1	2	0	[]
21040019	2104	1	4170	40	1	2	0	[]
21040020	2104	1	4200	40	1	2	0	[]
21040021	2104	1	4230	40	1	2	0	[]
21040022	2104	1	4260	40	1	2	0	[]
21040023	2104	1	4290	40	1	2	0	[]
21040024	2104	1	4320	40	1	2	0	[]
21040025	2104	1	4350	40	1	2	0	[]
21040026	2104	1	4380	40	1	2	0	[]
21040027	2104	1	4410	40	1	2	0	[]
21040028	2104	1	4440	40	1	2	0	[]
21040029	2104	1	4470	40	1	2	0	[]
21040030	2104	1	4500	40	1	2	0	[]
21040031	2104	1	4530	40	1	2	0	[]
21040032	2104	1	4560	40	1	2	0	[]
21040033	2104	1	4590	40	1	2	0	[]
21040034	2104	1	4620	40	1	2	0	[]
21040035	2104	1	4650	40	1	2	0	[]
21040036	2104	1	4680	40	1	2	0	[]
21040037	2104	1	4710	40	1	2	0	[]
21040038	2104	1	4740	40	1	2	0	[]
21040039	2104	1	4770	40	1	2	0	[]
21040040	2104	1	4800	40	1	2	0	[]
21040041	2104	1	4830	40	1	2	0	[]
21040042	2104	1	4860	40	1	2	0	[]
21040043	2104	1	4890	40	1	2	0	[]
21040044	2104	1	4920	40	1	2	0	[]
21040045	2104	1	4950	40	1	2	0	[]
21040046	2104	1	4980	40	1	2	0	[]
21040047	2104	1	5010	40	1	2	0	[]
21040048	2104	1	5040	40	1	2	0	[]
21040049	2104	1	5070	40	1	2	0	[]
21040050	2104	1	5100	40	1	2	0	[]
21040051	2104	1	5130	40	1	2	0	[]
21040052	2104	1	5160	40	1	2	0	[]
21040053	2104	1	5190	40	1	2	0	[]
21040054	2104	1	5220	40	1	2	0	[]
21040055	2104	1	5250	40	1	2	0	[]
21040056	2104	1	5280	40	1	2	0	[]
21040057	2104	1	5310	40	1	2	0	[]
21040058	2104	1	5340	40	1	2	0	[]
21040059	2104	1	5370	40	1	2	0	[]
21040060	2104	1	5400	40	1	2	0	[]
21040061	2104	1	5430	40	1	2	0	[]
21040062	2104	1	5460	40	1	2	0	[]
21040063	2104	1	5490	40	1	2	0	[]
21040064	2104	1	5520	40	1	2	0	[]
21040065	2104	1	5550	40	1	2	0	[]
21040066	2104	1	5580	40	1	2	0	[]
21040067	2104	1	5610	40	1	2	0	[]
21040068	2104	1	5640	40	1	2	0	[]
21040069	2104	1	5670	40	1	2	0	[]
21040070	2104	1	5700	40	1	2	0	[]
21040071	2104	1	5730	40	1	2	0	[]
21040072	2104	1	5760	40	1	2	0	[]
21040073	2104	1	5790	40	1	2	0	[]
21040074	2104	1	5820	40	1	2	0	[]
21040075	2104	1	5850	40	1	2	0	[]
21040076	2104	1	5880	40	1	2	0	[]
21040077	2104	1	5910	40	1	2	0	[]
21040078	2104	1	5940	40	1	2	0	[]
21040079	2104	1	5970	40	1	2	0	[]
21040080	2104	1	6000	40	1	2	0	[]
21040081	2104	1	6030	40	1	2	0	[]
21040082	2104	1	6060	40	1	2	0	[]
21040083	2104	1	6090	40	1	2	0	[]
21040084	2104	1	6120	40	1	2	0	[]
21040085	2104	1	6150	40	1	2	0	[]
21040086	2104	1	6180	40	1	2	0	[]
21040087	2104	1	6210	40	1	2	0	[]
21040088	2104	1	6240	40	1	2	0	[]
21040089	2104	1	6270	40	1	2	0	[]
21040090	2104	1	6300	40	1	2	0	[]
21040091	2104	1	6330	40	1	2	0	[]
21040092	2104	1	6360	40	1	2	0	[]
21040093	2104	1	6390	40	1	2	0	[]
21040094	2104	1	6420	40	1	2	0	[]
21040095	2104	1	6450	40	1	2	0	[]
21040096	2104	1	6480	40	1	2	0	[]
21040097	2104	1	6510	40	1	2	0	[]
21040098	2104	1	6540	40	1	2	0	[]
21040099	2104	1	6570	40	1	2	0	[]
21040100	2104	1	6600	40	1	2	0	[]
21040101	2104	1	5430	40	1	2	0	[]
21040102	2104	1	5460	40	1	2	0	[]
21040103	2104	1	5490	40	1	2	0	[]
21040104	2104	1	5520	40	1	2	0	[]
21040105	2104	1	5550	40	1	2	0	[]
21040106	2104	1	5580	40	1	2	0	[]
21040107	2104	1	5610	40	1	2	0	[]
21040108	2104	1	5640	40	1	2	0	[]
21040109	2104	1	5670	40	1	2	0	[]
21040110	2104	1	5700	40	1	2	0	[]
21040111	2104	1	5730	40	1	2	0	[]
21040112	2104	1	5760	40	1	2	0	[]
21040113	2104	1	5790	40	1	2	0	[]
21040114	2104	1	5820	40	1	2	0	[]
21040115	2104	1	5850	40	1	2	0	[]
21040116	2104	1	5880	40	1	2	0	[]
21040117	2104	1	5910	40	1	2	0	[]
21040118	2104	1	5940	40	1	2	0	[]
21040119	2104	1	5970	40	1	2	0	[]
21040120	2104	1	6000	40	1	2	0	[]
21040121	2104	1	7230	40	1	2	0	[]
21040122	2104	1	7260	40	1	2	0	[]
21040123	2104	1	7290	40	1	2	0	[]
21040124	2104	1	7320	40	1	2	0	[]
21040125	2104	1	7350	40	1	2	0	[]
21040126	2104	1	7380	40	1	2	0	[]
21040127	2104	1	7410	40	1	2	0	[]
21040128	2104	1	7440	40	1	2	0	[]
21040129	2104	1	7470	40	1	2	0	[]
21040130	2104	1	7500	40	1	2	0	[]
21040131	2104	1	7530	40	1	2	0	[]
21040132	2104	1	7560	40	1	2	0	[]
21040133	2104	1	7590	40	1	2	0	[]
21040134	2104	1	7620	40	1	2	0	[]
21040135	2104	1	7650	40	1	2	0	[]
21040136	2104	1	7680	40	1	2	0	[]
21040137	2104	1	7710	40	1	2	0	[]
21040138	2104	1	7740	40	1	2	0	[]
21040139	2104	1	7770	40	1	2	0	[]
21040140	2104	1	7800	40	1	2	0	[]
21040141	2104	1	7830	40	1	2	0	[]
21040142	2104	1	7860	40	1	2	0	[]
21040143	2104	1	7890	40	1	2	0	[]
21040144	2104	1	7920	40	1	2	0	[]
21040145	2104	1	7950	40	1	2	0	[]
21040146	2104	1	7980	40	1	2	0	[]
21040147	2104	1	8010	40	1	2	0	[]
21040148	2104	1	8040	40	1	2	0	[]
21040149	2104	1	8070	40	1	2	0	[]
21040150	2104	1	8100	40	1	2	0	[]
21040151	2104	1	8130	40	1	2	0	[]
21040152	2104	1	8160	40	1	2	0	[]
21040153	2104	1	8190	40	1	2	0	[]
21040154	2104	1	8220	40	1	2	0	[]
21040155	2104	1	8250	40	1	2	0	[]
21040156	2104	1	8280	40	1	2	0	[]
21040157	2104	1	8310	40	1	2	0	[]
21040158	2104	1	8340	40	1	2	0	[]
21040159	2104	1	8370	40	1	2	0	[]
21040160	2104	1	8400	40	1	2	0	[]
21040161	2104	1	8490	40	1	2	0	[]
21040162	2104	1	8580	40	1	2	0	[]
21040163	2104	1	8670	40	1	2	0	[]
21040164	2104	1	8760	40	1	2	0	[]
21040165	2104	1	8850	40	1	2	0	[]
21040166	2104	1	8940	40	1	2	0	[]
21040167	2104	1	9030	40	1	2	0	[]
21040168	2104	1	9120	40	1	2	0	[]
21040169	2104	1	9210	40	1	2	0	[]
21040170	2104	1	9300	40	1	2	0	[]
21040171	2104	1	9390	40	1	2	0	[]
21040172	2104	1	9480	40	1	2	0	[]
21040173	2104	1	9570	40	1	2	0	[]
21040174	2104	1	9660	40	1	2	0	[]
21040175	2104	1	9750	40	1	2	0	[]
21040176	2104	1	9840	40	1	2	0	[]
21040177	2104	1	9930	40	1	2	0	[]
21040178	2104	1	10020	40	1	2	0	[]
21040179	2104	1	10110	40	1	2	0	[]
21040180	2104	1	10200	40	1	2	0	[]
21040181	2104	1	10290	40	1	2	0	[]
21040182	2104	1	10380	40	1	2	0	[]
21040183	2104	1	10470	40	1	2	0	[]
21040184	2104	1	10560	40	1	2	0	[]
21040185	2104	1	10650	40	1	2	0	[]
21040186	2104	1	10740	40	1	2	0	[]
21040187	2104	1	10830	40	1	2	0	[]
21040188	2104	1	10920	40	1	2	0	[]
21040189	2104	1	11010	40	1	2	0	[]
21040190	2104	1	11100	40	1	2	0	[]
21040191	2104	1	11190	40	1	2	0	[]
21040192	2104	1	11280	40	1	2	0	[]
21040193	2104	1	11370	40	1	2	0	[]
21040194	2104	1	11460	40	1	2	0	[]
21040195	2104	1	11550	40	1	2	0	[]
21040196	2104	1	11640	40	1	2	0	[]
21040197	2104	1	11730	40	1	2	0	[]
21040198	2104	1	11820	40	1	2	0	[]
21040199	2104	1	11910	40	1	2	0	[]
21040200	2104	1	12000	40	1	2	0	[]
21050001	2113	1	5115	35	1	2	0	[]
21050002	2113	1	5145	35	1	2	0	[]
21050003	2113	1	5175	35	1	2	0	[]
21050004	2113	1	5205	35	1	2	0	[]
21050005	2113	1	5235	35	1	2	0	[]
21050006	2113	1	5265	35	1	2	0	[]
21050007	2113	1	5295	35	1	2	0	[]
21050008	2113	1	5325	35	1	2	0	[]
21050009	2113	1	5355	35	1	2	0	[]
21050010	2113	1	5385	35	1	2	0	[]
21050011	2113	1	5415	35	1	2	0	[]
21050012	2113	1	5445	35	1	2	0	[]
21050013	2113	1	5475	35	1	2	0	[]
21050014	2113	1	5505	35	1	2	0	[]
21050015	2113	1	5535	35	1	2	0	[]
21050016	2113	1	5565	35	1	2	0	[]
21050017	2113	1	5595	35	1	2	0	[]
21050018	2113	1	5625	35	1	2	0	[]
21050019	2113	1	5655	35	1	2	0	[]
21050020	2113	1	5685	35	1	2	0	[]
21050021	2113	1	5715	35	1	2	0	[]
21050022	2113	1	5745	35	1	2	0	[]
